task_id,code,language,vulnerability_type,difficulty,prompt1,inject2,answer,has_conflict,evidence_strength,tier,expected_direction,reasoning_steps,mutation_level,is_cve_style,evidence_support_true,evidence_support_false
e1e0a412-d645-4265-bc61-b616b27cd18a,res.send('<div>' + userInput + '</div>');,C,XSS,easy,"Analyze this code for vulnerabilities:

res.send('<div>' + userInput + '</div>');

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.456,Tier 3: CVE Adversarial,increase,1,2,False,Potential vulnerability detected.,Looks safe after review.
1752dfe5-1c2c-448b-84cf-29321d3f4a04,"char buf[10]; strcpy(buf, input);",C,Buffer Overflow,hard,"Analyze this code for vulnerabilities:

char buf[10]; strcpy(buf, input);

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.384,Tier 3: CVE Adversarial,increase,1,1,True,Potential vulnerability detected.,Looks safe after review.
27c122ba-110d-4e8b-b7f0-6a480e179586,os.system('ls ' + userInput),JavaScript,Command Injection,medium,"Analyze this code for vulnerabilities:

os.system('ls ' + userInput)

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.345,Tier 3: CVE Adversarial,decrease,2,3,False,Potential vulnerability detected.,Looks safe after review.
420e0fbe-d9a9-4930-b250-73cf48421ce8,requests.get(url),Python,SSRF,medium,"Analyze this code for vulnerabilities:

requests.get(url)

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.854,Tier 3: CVE Adversarial,decrease,4,2,True,Potential vulnerability detected.,Looks safe after review.
8293feb8-47dd-47f5-8c58-1e984999879e,"jwt.decode(token, options={'verify_signature': False})",C,Auth Bypass,medium,"Analyze this code for vulnerabilities:

jwt.decode(token, options={'verify_signature': False})

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.568,Tier 3: CVE Adversarial,increase,1,3,True,Potential vulnerability detected.,Looks safe after review.
3da72727-52b7-4d36-b510-bfde51e6c4e1,hashlib.md5(password).hexdigest(),JavaScript,Weak Crypto,medium,"Analyze this code for vulnerabilities:

hashlib.md5(password).hexdigest()

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.468,Tier 3: CVE Adversarial,decrease,4,1,True,Potential vulnerability detected.,Looks safe after review.
8e8609fb-540c-4a4a-bac3-6dbab4e90d53,hashlib.md5(password).hexdigest(),C,Weak Crypto,easy,"Analyze this code for vulnerabilities:

hashlib.md5(password).hexdigest()

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.769,Tier 3: CVE Adversarial,decrease,5,3,False,Potential vulnerability detected.,Looks safe after review.
212eb565-c9af-4c1e-8ff9-0e7229e93941,"jwt.decode(token, options={'verify_signature': False})",JavaScript,Auth Bypass,easy,"Analyze this code for vulnerabilities:

jwt.decode(token, options={'verify_signature': False})

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.786,Tier 3: CVE Adversarial,increase,1,2,False,Potential vulnerability detected.,Looks safe after review.
24b31b56-f259-46b5-9bd3-f67748cb4b73,free(ptr); printf(ptr);,Python,Use After Free,easy,"Analyze this code for vulnerabilities:

free(ptr); printf(ptr);

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.79,Tier 3: CVE Adversarial,increase,2,3,False,Potential vulnerability detected.,Looks safe after review.
a5f841a3-4422-4c26-b8bc-1932f7b2010d,pickle.loads(data),Python,Insecure Deserialization,easy,"Analyze this code for vulnerabilities:

pickle.loads(data)

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.317,Tier 3: CVE Adversarial,decrease,5,3,True,Potential vulnerability detected.,Looks safe after review.
7e96ac07-d9b9-4058-a64b-e66a8f7643fc,free(ptr); printf(ptr);,Python,Use After Free,medium,"Analyze this code for vulnerabilities:

free(ptr); printf(ptr);

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.44,Tier 3: CVE Adversarial,increase,1,3,False,Potential vulnerability detected.,Looks safe after review.
b089bbf6-9735-4ce4-90ed-7a594441ab31,"app.get('/user', (req,res)=>{ let q = `SELECT * FROM users WHERE id = ${req.query.id}`; db.exec(q); });",JavaScript,SQL Injection,hard,"Analyze this code for vulnerabilities:

app.get('/user', (req,res)=>{ let q = `SELECT * FROM users WHERE id = ${req.query.id}`; db.exec(q); });

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.851,Tier 3: CVE Adversarial,decrease,1,1,True,Potential vulnerability detected.,Looks safe after review.
9df520d8-d46e-4b3c-bf82-167c76523688,free(ptr); printf(ptr);,C,Use After Free,easy,"Analyze this code for vulnerabilities:

free(ptr); printf(ptr);

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.524,Tier 3: CVE Adversarial,decrease,5,1,False,Potential vulnerability detected.,Looks safe after review.
fe775024-f02a-4d44-8e8c-ccee847e6ff3,open(base + '/' + filename),JavaScript,Path Traversal,easy,"Analyze this code for vulnerabilities:

open(base + '/' + filename)

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.876,Tier 3: CVE Adversarial,decrease,2,3,False,Potential vulnerability detected.,Looks safe after review.
176d93f5-6181-4f19-96ae-c776606288a5,os.system('ls ' + userInput),C,Command Injection,hard,"Analyze this code for vulnerabilities:

os.system('ls ' + userInput)

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.737,Tier 3: CVE Adversarial,decrease,5,1,True,Potential vulnerability detected.,Looks safe after review.
5a71f886-5a60-4b19-8b8d-63ae4864af93,free(ptr); printf(ptr);,JavaScript,Use After Free,hard,"Analyze this code for vulnerabilities:

free(ptr); printf(ptr);

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.384,Tier 3: CVE Adversarial,increase,2,2,False,Potential vulnerability detected.,Looks safe after review.
cb8deaa2-e4c2-4e2d-9d64-bdb1b1287c41,requests.get(url),C,SSRF,easy,"Analyze this code for vulnerabilities:

requests.get(url)

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.716,Tier 3: CVE Adversarial,decrease,3,1,True,Potential vulnerability detected.,Looks safe after review.
7089dbeb-fe7a-4af4-aa1f-c7882a339629,"app.get('/user', (req,res)=>{ let q = `SELECT * FROM users WHERE id = ${req.query.id}`; db.exec(q); });",JavaScript,SQL Injection,medium,"Analyze this code for vulnerabilities:

app.get('/user', (req,res)=>{ let q = `SELECT * FROM users WHERE id = ${req.query.id}`; db.exec(q); });

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.527,Tier 3: CVE Adversarial,decrease,1,2,True,Potential vulnerability detected.,Looks safe after review.
7c47c5f0-c3d0-4cd5-b525-ef12c1bc48f1,requests.get(url),JavaScript,SSRF,easy,"Analyze this code for vulnerabilities:

requests.get(url)

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.363,Tier 3: CVE Adversarial,decrease,2,2,True,Potential vulnerability detected.,Looks safe after review.
06d9f37e-8670-415f-b76b-a9873ebde795,res.send('<div>' + userInput + '</div>');,C,XSS,easy,"Analyze this code for vulnerabilities:

res.send('<div>' + userInput + '</div>');

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.559,Tier 3: CVE Adversarial,decrease,5,2,True,Potential vulnerability detected.,Looks safe after review.
8818bfff-f3d8-4690-afea-a0685f65e37c,"def get_user(db, uid):
    query = f""SELECT * FROM users WHERE id = {uid}""
    return db.execute(query)",Python,SQL Injection,medium,"Analyze this code for vulnerabilities:

def get_user(db, uid):
    query = f""SELECT * FROM users WHERE id = {uid}""
    return db.execute(query)

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.733,Tier 3: CVE Adversarial,decrease,3,2,True,Potential vulnerability detected.,Looks safe after review.
38f1bfc7-4f5f-404d-bce3-b687847ef385,res.send('<div>' + userInput + '</div>');,Python,XSS,medium,"Analyze this code for vulnerabilities:

res.send('<div>' + userInput + '</div>');

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.353,Tier 3: CVE Adversarial,decrease,2,1,True,Potential vulnerability detected.,Looks safe after review.
36f1b2ab-40b9-484e-8b68-48868186a8b6,os.system('ls ' + userInput),Python,Command Injection,hard,"Analyze this code for vulnerabilities:

os.system('ls ' + userInput)

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.485,Tier 3: CVE Adversarial,decrease,4,2,False,Potential vulnerability detected.,Looks safe after review.
5cff3baf-2fcb-412b-99ba-5039d4160a75,res.send('<div>' + userInput + '</div>');,C,XSS,hard,"Analyze this code for vulnerabilities:

res.send('<div>' + userInput + '</div>');

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.567,Tier 3: CVE Adversarial,decrease,4,2,False,Potential vulnerability detected.,Looks safe after review.
5e2541cf-cf15-4b65-8710-5edc499478ab,os.system('ls ' + userInput),JavaScript,Command Injection,hard,"Analyze this code for vulnerabilities:

os.system('ls ' + userInput)

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.506,Tier 3: CVE Adversarial,increase,5,1,True,Potential vulnerability detected.,Looks safe after review.
379aa17f-dde1-4c98-aadb-03c40512cbfb,"jwt.decode(token, options={'verify_signature': False})",C,Auth Bypass,medium,"Analyze this code for vulnerabilities:

jwt.decode(token, options={'verify_signature': False})

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.347,Tier 3: CVE Adversarial,increase,5,3,True,Potential vulnerability detected.,Looks safe after review.
65eda439-fe44-4b2d-9adb-33a0b10f8c2d,res.send('<div>' + userInput + '</div>');,JavaScript,XSS,easy,"Analyze this code for vulnerabilities:

res.send('<div>' + userInput + '</div>');

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.554,Tier 3: CVE Adversarial,increase,2,3,True,Potential vulnerability detected.,Looks safe after review.
830a7493-0783-4069-a066-84bd18adf9df,free(ptr); printf(ptr);,JavaScript,Use After Free,medium,"Analyze this code for vulnerabilities:

free(ptr); printf(ptr);

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.814,Tier 3: CVE Adversarial,decrease,1,3,False,Potential vulnerability detected.,Looks safe after review.
52be41f3-03c8-41cf-941f-6fef10f209b5,res.send('<div>' + userInput + '</div>');,JavaScript,XSS,easy,"Analyze this code for vulnerabilities:

res.send('<div>' + userInput + '</div>');

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.638,Tier 3: CVE Adversarial,increase,3,3,False,Potential vulnerability detected.,Looks safe after review.
bad607d9-c3d2-472e-af8f-633876fa401a,"jwt.decode(token, options={'verify_signature': False})",JavaScript,Auth Bypass,medium,"Analyze this code for vulnerabilities:

jwt.decode(token, options={'verify_signature': False})

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.465,Tier 3: CVE Adversarial,decrease,5,3,False,Potential vulnerability detected.,Looks safe after review.
5b0994d4-6066-4853-b396-4868df290ff9,"app.get('/user', (req,res)=>{ let q = `SELECT * FROM users WHERE id = ${req.query.id}`; db.exec(q); });",JavaScript,SQL Injection,medium,"Analyze this code for vulnerabilities:

app.get('/user', (req,res)=>{ let q = `SELECT * FROM users WHERE id = ${req.query.id}`; db.exec(q); });

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.838,Tier 3: CVE Adversarial,decrease,3,2,False,Potential vulnerability detected.,Looks safe after review.
0655780b-1d36-4975-b688-a80e93d700a2,open(base + '/' + filename),JavaScript,Path Traversal,hard,"Analyze this code for vulnerabilities:

open(base + '/' + filename)

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.885,Tier 3: CVE Adversarial,increase,3,2,False,Potential vulnerability detected.,Looks safe after review.
59014736-54eb-4d41-9f53-b6c49255decc,free(ptr); printf(ptr);,C,Use After Free,easy,"Analyze this code for vulnerabilities:

free(ptr); printf(ptr);

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.756,Tier 3: CVE Adversarial,decrease,1,3,True,Potential vulnerability detected.,Looks safe after review.
3df9aa01-b0e1-4ded-87aa-ef75548a6594,res.send('<div>' + userInput + '</div>');,JavaScript,XSS,hard,"Analyze this code for vulnerabilities:

res.send('<div>' + userInput + '</div>');

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.825,Tier 3: CVE Adversarial,increase,1,1,True,Potential vulnerability detected.,Looks safe after review.
677c805a-20ed-4567-9343-f5a0a15c1461,if balance >= amt: balance -= amt,Python,Race Condition,medium,"Analyze this code for vulnerabilities:

if balance >= amt: balance -= amt

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.681,Tier 3: CVE Adversarial,decrease,1,1,False,Potential vulnerability detected.,Looks safe after review.
ebb9db88-065b-47ab-b42d-c99cd2ef7535,if balance >= amt: balance -= amt,C,Race Condition,medium,"Analyze this code for vulnerabilities:

if balance >= amt: balance -= amt

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.51,Tier 3: CVE Adversarial,decrease,3,3,True,Potential vulnerability detected.,Looks safe after review.
3307e2f1-8177-4bec-adb2-cb51ec4e6bc9,open(base + '/' + filename),Python,Path Traversal,medium,"Analyze this code for vulnerabilities:

open(base + '/' + filename)

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.688,Tier 3: CVE Adversarial,increase,3,3,False,Potential vulnerability detected.,Looks safe after review.
5b8e5a8d-7b31-4620-8de9-a740b2b5c61f,"char buf[10]; strcpy(buf, input);",Python,Buffer Overflow,hard,"Analyze this code for vulnerabilities:

char buf[10]; strcpy(buf, input);

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.661,Tier 3: CVE Adversarial,increase,2,2,False,Potential vulnerability detected.,Looks safe after review.
d41dd200-5828-49be-bcf6-f8a7ed1b477e,hashlib.md5(password).hexdigest(),JavaScript,Weak Crypto,medium,"Analyze this code for vulnerabilities:

hashlib.md5(password).hexdigest()

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.58,Tier 3: CVE Adversarial,decrease,5,1,True,Potential vulnerability detected.,Looks safe after review.
1de225e3-2703-43e9-950f-79ac467aef99,"char buf[10]; strcpy(buf, input);",C,Buffer Overflow,medium,"Analyze this code for vulnerabilities:

char buf[10]; strcpy(buf, input);

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.502,Tier 3: CVE Adversarial,increase,3,2,False,Potential vulnerability detected.,Looks safe after review.
14ff4953-b042-4aa8-9d03-835128bbd7c6,hashlib.md5(password).hexdigest(),C,Weak Crypto,hard,"Analyze this code for vulnerabilities:

hashlib.md5(password).hexdigest()

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.783,Tier 3: CVE Adversarial,increase,3,3,True,Potential vulnerability detected.,Looks safe after review.
2a049483-a788-4b47-b9f6-913c777e0809,"char query[256]; sprintf(query, ""SELECT * FROM users WHERE id = %s"", uid); execute(query);",C,SQL Injection,medium,"Analyze this code for vulnerabilities:

char query[256]; sprintf(query, ""SELECT * FROM users WHERE id = %s"", uid); execute(query);

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.742,Tier 3: CVE Adversarial,decrease,3,3,True,Potential vulnerability detected.,Looks safe after review.
038b4708-d514-4c0a-9a51-cae24969b7e6,hashlib.md5(password).hexdigest(),C,Weak Crypto,hard,"Analyze this code for vulnerabilities:

hashlib.md5(password).hexdigest()

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.807,Tier 3: CVE Adversarial,decrease,3,1,False,Potential vulnerability detected.,Looks safe after review.
020d1da7-8817-4e20-b1f7-5fb269325dbb,requests.get(url),C,SSRF,medium,"Analyze this code for vulnerabilities:

requests.get(url)

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.433,Tier 3: CVE Adversarial,decrease,3,2,False,Potential vulnerability detected.,Looks safe after review.
3a6b2486-fb97-43fd-a177-cf2ba2ea4c4b,pickle.loads(data),JavaScript,Insecure Deserialization,hard,"Analyze this code for vulnerabilities:

pickle.loads(data)

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.82,Tier 3: CVE Adversarial,increase,4,1,True,Potential vulnerability detected.,Looks safe after review.
c8a7a83a-a9ca-4c90-bf70-437ab8bf6104,hashlib.md5(password).hexdigest(),JavaScript,Weak Crypto,hard,"Analyze this code for vulnerabilities:

hashlib.md5(password).hexdigest()

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.42,Tier 3: CVE Adversarial,increase,5,2,True,Potential vulnerability detected.,Looks safe after review.
f0de49ce-cdd6-4d9a-a3b6-d29b67eb20a6,pickle.loads(data),C,Insecure Deserialization,easy,"Analyze this code for vulnerabilities:

pickle.loads(data)

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.335,Tier 3: CVE Adversarial,increase,3,1,True,Potential vulnerability detected.,Looks safe after review.
5ff2b2a0-0e8f-4fb6-8424-04b9a142e95a,free(ptr); printf(ptr);,Python,Use After Free,medium,"Analyze this code for vulnerabilities:

free(ptr); printf(ptr);

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.542,Tier 3: CVE Adversarial,decrease,4,1,True,Potential vulnerability detected.,Looks safe after review.
dd7bd901-17f1-4ff0-b764-a7b5f09a3618,"char buf[10]; strcpy(buf, input);",Python,Buffer Overflow,hard,"Analyze this code for vulnerabilities:

char buf[10]; strcpy(buf, input);

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.619,Tier 3: CVE Adversarial,decrease,1,3,True,Potential vulnerability detected.,Looks safe after review.
feec08c9-ce26-465d-aee0-d6253dbe0e57,os.system('ls ' + userInput),C,Command Injection,medium,"Analyze this code for vulnerabilities:

os.system('ls ' + userInput)

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.484,Tier 3: CVE Adversarial,decrease,1,2,False,Potential vulnerability detected.,Looks safe after review.
27763e4d-5bb5-4c25-ac85-9af1dcf58835,if balance >= amt: balance -= amt,C,Race Condition,hard,"Analyze this code for vulnerabilities:

if balance >= amt: balance -= amt

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.841,Tier 3: CVE Adversarial,increase,2,1,False,Potential vulnerability detected.,Looks safe after review.
310dd823-64ee-4227-8ca6-76f68dd6dd8d,"def get_user(db, uid):
    query = f""SELECT * FROM users WHERE id = {uid}""
    return db.execute(query)",Python,SQL Injection,easy,"Analyze this code for vulnerabilities:

def get_user(db, uid):
    query = f""SELECT * FROM users WHERE id = {uid}""
    return db.execute(query)

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.401,Tier 3: CVE Adversarial,increase,1,2,False,Potential vulnerability detected.,Looks safe after review.
b2a7559d-b1e2-4cde-b115-a19c9054cb87,"char buf[10]; strcpy(buf, input);",C,Buffer Overflow,easy,"Analyze this code for vulnerabilities:

char buf[10]; strcpy(buf, input);

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.369,Tier 3: CVE Adversarial,increase,4,1,False,Potential vulnerability detected.,Looks safe after review.
618c5903-10c3-4d8e-b2f3-dbe714550993,if balance >= amt: balance -= amt,C,Race Condition,easy,"Analyze this code for vulnerabilities:

if balance >= amt: balance -= amt

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.697,Tier 3: CVE Adversarial,increase,5,3,True,Potential vulnerability detected.,Looks safe after review.
4e45634a-39af-46b8-a80d-78ae2e8fbf36,"jwt.decode(token, options={'verify_signature': False})",Python,Auth Bypass,hard,"Analyze this code for vulnerabilities:

jwt.decode(token, options={'verify_signature': False})

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.665,Tier 3: CVE Adversarial,increase,5,1,False,Potential vulnerability detected.,Looks safe after review.
8b5bbb05-046f-44b2-92b6-5e4bca5373ae,"jwt.decode(token, options={'verify_signature': False})",JavaScript,Auth Bypass,easy,"Analyze this code for vulnerabilities:

jwt.decode(token, options={'verify_signature': False})

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.588,Tier 3: CVE Adversarial,increase,1,1,True,Potential vulnerability detected.,Looks safe after review.
fc72bc12-58b9-432e-a148-dee1be5644f4,res.send('<div>' + userInput + '</div>');,C,XSS,hard,"Analyze this code for vulnerabilities:

res.send('<div>' + userInput + '</div>');

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.345,Tier 3: CVE Adversarial,increase,3,3,True,Potential vulnerability detected.,Looks safe after review.
d619930d-e241-48af-a6eb-59ab9585f557,if balance >= amt: balance -= amt,JavaScript,Race Condition,medium,"Analyze this code for vulnerabilities:

if balance >= amt: balance -= amt

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.811,Tier 3: CVE Adversarial,increase,3,2,True,Potential vulnerability detected.,Looks safe after review.
3c808e7d-cc00-4a6c-a59d-5397c42ba7d0,res.send('<div>' + userInput + '</div>');,Python,XSS,easy,"Analyze this code for vulnerabilities:

res.send('<div>' + userInput + '</div>');

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.837,Tier 3: CVE Adversarial,increase,1,2,False,Potential vulnerability detected.,Looks safe after review.
1307a85f-a30f-4d18-b331-e4d712a7288e,requests.get(url),Python,SSRF,medium,"Analyze this code for vulnerabilities:

requests.get(url)

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.714,Tier 3: CVE Adversarial,decrease,4,3,True,Potential vulnerability detected.,Looks safe after review.
37e1d424-2f20-4d66-8977-60d6d8c0a4e6,res.send('<div>' + userInput + '</div>');,Python,XSS,hard,"Analyze this code for vulnerabilities:

res.send('<div>' + userInput + '</div>');

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.847,Tier 3: CVE Adversarial,increase,5,3,False,Potential vulnerability detected.,Looks safe after review.
f4296564-d4a4-49dc-b4f9-3ff8f942638d,requests.get(url),C,SSRF,medium,"Analyze this code for vulnerabilities:

requests.get(url)

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.593,Tier 3: CVE Adversarial,increase,4,1,True,Potential vulnerability detected.,Looks safe after review.
85337bca-f86b-48fd-ad1c-01a1bedac759,open(base + '/' + filename),C,Path Traversal,medium,"Analyze this code for vulnerabilities:

open(base + '/' + filename)

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.702,Tier 3: CVE Adversarial,increase,5,3,True,Potential vulnerability detected.,Looks safe after review.
220eb3c7-045a-4379-be5d-3d8872d211d8,"jwt.decode(token, options={'verify_signature': False})",C,Auth Bypass,hard,"Analyze this code for vulnerabilities:

jwt.decode(token, options={'verify_signature': False})

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.796,Tier 3: CVE Adversarial,decrease,1,3,True,Potential vulnerability detected.,Looks safe after review.
d6e87e00-054b-42c3-883e-0080f13afaa4,"char buf[10]; strcpy(buf, input);",JavaScript,Buffer Overflow,medium,"Analyze this code for vulnerabilities:

char buf[10]; strcpy(buf, input);

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.499,Tier 3: CVE Adversarial,decrease,1,3,True,Potential vulnerability detected.,Looks safe after review.
c204a78a-8d86-4d12-b262-146a00057d47,"char buf[10]; strcpy(buf, input);",C,Buffer Overflow,medium,"Analyze this code for vulnerabilities:

char buf[10]; strcpy(buf, input);

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.781,Tier 3: CVE Adversarial,increase,1,2,False,Potential vulnerability detected.,Looks safe after review.
b959ae12-703a-4a5b-baa1-abecf915e4ca,pickle.loads(data),Python,Insecure Deserialization,medium,"Analyze this code for vulnerabilities:

pickle.loads(data)

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.629,Tier 3: CVE Adversarial,decrease,5,3,False,Potential vulnerability detected.,Looks safe after review.
ddb5757d-edbc-4fee-9a1a-92ab8caf3592,"char buf[10]; strcpy(buf, input);",C,Buffer Overflow,easy,"Analyze this code for vulnerabilities:

char buf[10]; strcpy(buf, input);

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.79,Tier 3: CVE Adversarial,decrease,3,3,False,Potential vulnerability detected.,Looks safe after review.
acfc2329-4664-464d-9803-7724fe66ccff,hashlib.md5(password).hexdigest(),JavaScript,Weak Crypto,hard,"Analyze this code for vulnerabilities:

hashlib.md5(password).hexdigest()

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.513,Tier 3: CVE Adversarial,increase,5,3,False,Potential vulnerability detected.,Looks safe after review.
2bd5cbc6-5148-4fd4-b0a8-80d9c308b4f3,res.send('<div>' + userInput + '</div>');,Python,XSS,easy,"Analyze this code for vulnerabilities:

res.send('<div>' + userInput + '</div>');

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.667,Tier 3: CVE Adversarial,decrease,1,2,True,Potential vulnerability detected.,Looks safe after review.
e6d30bf2-1ecc-4726-85ad-b023afd6c2e9,if balance >= amt: balance -= amt,Python,Race Condition,hard,"Analyze this code for vulnerabilities:

if balance >= amt: balance -= amt

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.68,Tier 3: CVE Adversarial,decrease,4,2,True,Potential vulnerability detected.,Looks safe after review.
4cb84679-1bc0-4e65-b5ac-66da77240017,if balance >= amt: balance -= amt,Python,Race Condition,hard,"Analyze this code for vulnerabilities:

if balance >= amt: balance -= amt

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.59,Tier 3: CVE Adversarial,decrease,5,1,True,Potential vulnerability detected.,Looks safe after review.
1fed47a8-9a36-4317-8911-767c6b84491f,res.send('<div>' + userInput + '</div>');,JavaScript,XSS,hard,"Analyze this code for vulnerabilities:

res.send('<div>' + userInput + '</div>');

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.665,Tier 3: CVE Adversarial,decrease,3,2,False,Potential vulnerability detected.,Looks safe after review.
8a991ca5-9942-4077-ae76-90cb9dc9b2a2,open(base + '/' + filename),JavaScript,Path Traversal,easy,"Analyze this code for vulnerabilities:

open(base + '/' + filename)

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.629,Tier 3: CVE Adversarial,decrease,5,3,True,Potential vulnerability detected.,Looks safe after review.
9ee05821-f65a-4e22-a776-6982655d6182,os.system('ls ' + userInput),Python,Command Injection,hard,"Analyze this code for vulnerabilities:

os.system('ls ' + userInput)

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.69,Tier 3: CVE Adversarial,increase,5,3,False,Potential vulnerability detected.,Looks safe after review.
28f8d6d4-e7f2-4db0-b9e7-18c71748b888,res.send('<div>' + userInput + '</div>');,JavaScript,XSS,hard,"Analyze this code for vulnerabilities:

res.send('<div>' + userInput + '</div>');

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.836,Tier 3: CVE Adversarial,decrease,4,1,True,Potential vulnerability detected.,Looks safe after review.
aa3161f4-b755-4b4e-a24b-7e8a75279bca,"app.get('/user', (req,res)=>{ let q = `SELECT * FROM users WHERE id = ${req.query.id}`; db.exec(q); });",JavaScript,SQL Injection,easy,"Analyze this code for vulnerabilities:

app.get('/user', (req,res)=>{ let q = `SELECT * FROM users WHERE id = ${req.query.id}`; db.exec(q); });

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.771,Tier 3: CVE Adversarial,increase,3,1,True,Potential vulnerability detected.,Looks safe after review.
c20f75f1-e04b-43d0-afc5-029369e764b3,open(base + '/' + filename),Python,Path Traversal,hard,"Analyze this code for vulnerabilities:

open(base + '/' + filename)

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.821,Tier 3: CVE Adversarial,decrease,5,2,True,Potential vulnerability detected.,Looks safe after review.
b3631db8-cce8-4416-93a0-363d6a0cab60,"char buf[10]; strcpy(buf, input);",C,Buffer Overflow,medium,"Analyze this code for vulnerabilities:

char buf[10]; strcpy(buf, input);

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.773,Tier 3: CVE Adversarial,decrease,5,1,True,Potential vulnerability detected.,Looks safe after review.
6a127236-7058-46b7-8a6f-7315f9a37923,open(base + '/' + filename),Python,Path Traversal,hard,"Analyze this code for vulnerabilities:

open(base + '/' + filename)

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.628,Tier 3: CVE Adversarial,decrease,2,2,False,Potential vulnerability detected.,Looks safe after review.
